TAZID,gdp_weight,volume_weight
1066,0.24859196450093052,0.12760788161345082
1068,0.24859196450093052,0.12760788161345082
1096,0.24859196450093052,0.12760788161345082
326,0.24859196450093052,0.12760788161345082
1085,0.24859196450093052,0.12760788161345082
1088,0.24859196450093052,0.12760788161345082
937,0.012321547213398303,0.033881196994455486
506,0.14820385533229408,0.10578980246556294
1098,0.14820385533229408,0.10578980246556294
316,0.24859196450093052,0.12760788161345082
501,0.14820385533229408,0.10578980246556294
1074,0.24859196450093052,0.12760788161345082
777,0.14678780664646435,0.09539039256307726
686,0.08934328965244728,0.10687823591900983
682,0.08934328965244728,0.10687823591900983
1026,0.14678780664646435,0.09539039256307726
783,0.14678780664646435,0.09539039256307726
795,0.14678780664646435,0.09539039256307726
943,0.012321547213398303,0.033881196994455486
881,0.035994859607553435,0.09674634630112619
771,0.14678780664646435,0.09539039256307726
891,0.035994859607553435,0.09674634630112619
224,0.16807283532582779,0.16995090755727157
1104,0.16807283532582779,0.16995090755727157
408,0.025027380161996897,0.054180269143758626
406,0.025027380161996897,0.054180269143758626
792,0.14678780664646435,0.09539039256307726
790,0.14678780664646435,0.09539039256307726
901,0.035994859607553435,0.09674634630112619
904,0.035994859607553435,0.09674634630112619
887,0.035994859607553435,0.09674634630112619
982,0.14678780664646435,0.09539039256307726
981,0.14678780664646435,0.09539039256307726
987,0.14678780664646435,0.09539039256307726
900,0.035994859607553435,0.09674634630112619
897,0.035994859607553435,0.09674634630112619
124,0.08143058013841464,0.1304263736884271
773,0.14678780664646435,0.09539039256307726
979,0.14678780664646435,0.09539039256307726
986,0.14678780664646435,0.09539039256307726
988,0.14678780664646435,0.09539039256307726
977,0.14678780664646435,0.09539039256307726
893,0.035994859607553435,0.09674634630112619
895,0.035994859607553435,0.09674634630112619
972,0.14678780664646435,0.09539039256307726
983,0.14678780664646435,0.09539039256307726
975,0.14678780664646435,0.09539039256307726
984,0.14678780664646435,0.09539039256307726
848,0.14678780664646435,0.09539039256307726
1049,0.14678780664646435,0.09539039256307726
1162,0.025027380161996897,0.054180269143758626
1149,0.025027380161996897,0.054180269143758626
1087,0.24859196450093052,0.12760788161345082
1090,0.24859196450093052,0.12760788161345082
307,0.24859196450093052,0.12760788161345082
1094,0.24859196450093052,0.12760788161345082
804,0.14678780664646435,0.09539039256307726
852,0.14678780664646435,0.09539039256307726
1043,0.14678780664646435,0.09539039256307726
844,0.14678780664646435,0.09539039256307726
849,0.14678780664646435,0.09539039256307726
858,0.14678780664646435,0.09539039256307726
855,0.14678780664646435,0.09539039256307726
989,0.14678780664646435,0.09539039256307726
1011,0.14678780664646435,0.09539039256307726
996,0.14678780664646435,0.09539039256307726
991,0.14678780664646435,0.09539039256307726
1076,0.24859196450093052,0.12760788161345082
1095,0.24859196450093052,0.12760788161345082
1009,0.14678780664646435,0.09539039256307726
998,0.14678780664646435,0.09539039256307726
347,0.24859196450093052,0.12760788161345082
832,0.14678780664646435,0.09539039256307726
1081,0.24859196450093052,0.12760788161345082
1082,0.24859196450093052,0.12760788161345082
1083,0.24859196450093052,0.12760788161345082
862,0.14678780664646435,0.09539039256307726
1000,0.14678780664646435,0.09539039256307726
851,0.14678780664646435,0.09539039256307726
842,0.14678780664646435,0.09539039256307726
1071,0.24859196450093052,0.12760788161345082
1159,0.025027380161996897,0.054180269143758626
805,0.14678780664646435,0.09539039256307726
781,0.14678780664646435,0.09539039256307726
332,0.24859196450093052,0.12760788161345082
1072,0.24859196450093052,0.12760788161345082
737,0.14678780664646435,0.09539039256307726
882,0.035994859607553435,0.09674634630112619
883,0.035994859607553435,0.09674634630112619
888,0.035994859607553435,0.09674634630112619
890,0.035994859607553435,0.09674634630112619
903,0.035994859607553435,0.09674634630112619
110,0.08143058013841464,0.1304263736884271
1143,0.08143058013841464,0.1304263736884271
107,0.08143058013841464,0.1304263736884271
108,0.08143058013841464,0.1304263736884271
109,0.08143058013841464,0.1304263736884271
123,0.08143058013841464,0.1304263736884271
1167,0.14678780664646435,0.09539039256307726
235,0.16807283532582779,0.16995090755727157
1168,0.16807283532582779,0.16995090755727157
1172,0.16807283532582779,0.16995090755727157
1163,0.14678780664646435,0.09539039256307726
1138,0.08143058013841464,0.1304263736884271
1164,0.14678780664646435,0.09539039256307726
1135,0.08143058013841464,0.1304263736884271
965,0.14678780664646435,0.09539039256307726
967,0.14678780664646435,0.09539039256307726
969,0.14678780664646435,0.09539039256307726
966,0.14678780664646435,0.09539039256307726
799,0.14678780664646435,0.09539039256307726
1166,0.14678780664646435,0.09539039256307726
1144,0.08143058013841464,0.1304263736884271
1137,0.08143058013841464,0.1304263736884271
115,0.08143058013841464,0.1304263736884271
1124,0.08143058013841464,0.1304263736884271
1125,0.08143058013841464,0.1304263736884271
208,0.16807283532582779,0.16995090755727157
1126,0.16807283532582779,0.16995090755727157
1121,0.16807283532582779,0.16995090755727157
216,0.16807283532582779,0.16995090755727157
215,0.16807283532582779,0.16995090755727157
1015,0.24859196450093052,0.12760788161345082
525,0.14820385533229408,0.10578980246556294
502,0.14820385533229408,0.10578980246556294
310,0.24859196450093052,0.12760788161345082
1099,0.16807283532582779,0.16995090755727157
1100,0.16807283532582779,0.16995090755727157
223,0.16807283532582779,0.16995090755727157
309,0.24859196450093052,0.12760788161345082
311,0.24859196450093052,0.12760788161345082
320,0.24859196450093052,0.12760788161345082
1092,0.24859196450093052,0.12760788161345082
206,0.16807283532582779,0.16995090755727157
1062,0.16807283532582779,0.16995090755727157
1102,0.16807283532582779,0.16995090755727157
1106,0.16807283532582779,0.16995090755727157
227,0.16807283532582779,0.16995090755727157
1061,0.16807283532582779,0.16995090755727157
348,0.24859196450093052,0.12760788161345082
1075,0.24859196450093052,0.12760788161345082
1029,0.14820385533229408,0.10578980246556294
553,0.14820385533229408,0.10578980246556294
552,0.14820385533229408,0.10578980246556294
225,0.16807283532582779,0.16995090755727157
1111,0.16807283532582779,0.16995090755727157
329,0.24859196450093052,0.12760788161345082
1112,0.16807283532582779,0.16995090755727157
226,0.16807283532582779,0.16995090755727157
511,0.14820385533229408,0.10578980246556294
513,0.14820385533229408,0.10578980246556294
516,0.14820385533229408,0.10578980246556294
1031,0.14820385533229408,0.10578980246556294
520,0.14820385533229408,0.10578980246556294
217,0.16807283532582779,0.16995090755727157
522,0.14820385533229408,0.10578980246556294
519,0.14820385533229408,0.10578980246556294
527,0.14820385533229408,0.10578980246556294
559,0.14820385533229408,0.10578980246556294
558,0.14820385533229408,0.10578980246556294
105,0.08143058013841464,0.1304263736884271
104,0.08143058013841464,0.1304263736884271
111,0.08143058013841464,0.1304263736884271
1130,0.08143058013841464,0.1304263736884271
1134,0.08143058013841464,0.1304263736884271
1119,0.08143058013841464,0.1304263736884271
106,0.08143058013841464,0.1304263736884271
1120,0.08143058013841464,0.1304263736884271
102,0.16807283532582779,0.16995090755727157
213,0.16807283532582779,0.16995090755727157
214,0.16807283532582779,0.16995090755727157
212,0.16807283532582779,0.16995090755727157
205,0.16807283532582779,0.16995090755727157
204,0.16807283532582779,0.16995090755727157
681,0.08934328965244728,0.10687823591900983
202,0.16807283532582779,0.16995090755727157
1110,0.16807283532582779,0.16995090755727157
335,0.24859196450093052,0.12760788161345082
346,0.24859196450093052,0.12760788161345082
628,0.14820385533229408,0.10578980246556294
715,0.08934328965244728,0.10687823591900983
704,0.08934328965244728,0.10687823591900983
1107,0.16807283532582779,0.16995090755727157
1109,0.16807283532582779,0.16995090755727157
1115,0.16807283532582779,0.16995090755727157
330,0.24859196450093052,0.12760788161345082
1114,0.16807283532582779,0.16995090755727157
1113,0.16807283532582779,0.16995090755727157
1173,0.16807283532582779,0.16995090755727157
331,0.24859196450093052,0.12760788161345082
328,0.24859196450093052,0.12760788161345082
333,0.24859196450093052,0.12760788161345082
958,0.24859196450093052,0.12760788161345082
1067,0.24859196450093052,0.12760788161345082
324,0.24859196450093052,0.12760788161345082
325,0.24859196450093052,0.12760788161345082
323,0.24859196450093052,0.12760788161345082
343,0.24859196450093052,0.12760788161345082
340,0.24859196450093052,0.12760788161345082
651,0.14820385533229408,0.10578980246556294
644,0.04422588142067274,0.07914859375386016
699,0.08934328965244728,0.10687823591900983
322,0.24859196450093052,0.12760788161345082
321,0.24859196450093052,0.12760788161345082
1060,0.04422588142067274,0.07914859375386016
647,0.14820385533229408,0.10578980246556294
701,0.08934328965244728,0.10687823591900983
700,0.08934328965244728,0.10687823591900983
508,0.14820385533229408,0.10578980246556294
512,0.14820385533229408,0.10578980246556294
529,0.14820385533229408,0.10578980246556294
638,0.14820385533229408,0.10578980246556294
656,0.04422588142067274,0.07914859375386016
716,0.14678780664646435,0.09539039256307726
528,0.14820385533229408,0.10578980246556294
526,0.14820385533229408,0.10578980246556294
570,0.14820385533229408,0.10578980246556294
659,0.04422588142067274,0.07914859375386016
578,0.14820385533229408,0.10578980246556294
633,0.04422588142067274,0.07914859375386016
631,0.04422588142067274,0.07914859375386016
775,0.14678780664646435,0.09539039256307726
728,0.08934328965244728,0.10687823591900983
575,0.14820385533229408,0.10578980246556294
576,0.14820385533229408,0.10578980246556294
585,0.14820385533229408,0.10578980246556294
580,0.14820385533229408,0.10578980246556294
568,0.14820385533229408,0.10578980246556294
687,0.08934328965244728,0.10687823591900983
632,0.04422588142067274,0.07914859375386016
691,0.08934328965244728,0.10687823591900983
690,0.08934328965244728,0.10687823591900983
693,0.08934328965244728,0.10687823591900983
719,0.08934328965244728,0.10687823591900983
706,0.14678780664646435,0.09539039256307726
745,0.14678780664646435,0.09539039256307726
744,0.14678780664646435,0.09539039256307726
741,0.14678780664646435,0.09539039256307726
729,0.08934328965244728,0.10687823591900983
698,0.08934328965244728,0.10687823591900983
751,0.08934328965244728,0.10687823591900983
731,0.08934328965244728,0.10687823591900983
732,0.08934328965244728,0.10687823591900983
733,0.08934328965244728,0.10687823591900983
703,0.08934328965244728,0.10687823591900983
712,0.08934328965244728,0.10687823591900983
711,0.08934328965244728,0.10687823591900983
710,0.08934328965244728,0.10687823591900983
718,0.08934328965244728,0.10687823591900983
709,0.08934328965244728,0.10687823591900983
705,0.08934328965244728,0.10687823591900983
724,0.08934328965244728,0.10687823591900983
708,0.08934328965244728,0.10687823591900983
637,0.04422588142067274,0.07914859375386016
643,0.04422588142067274,0.07914859375386016
582,0.14820385533229408,0.10578980246556294
589,0.14820385533229408,0.10578980246556294
584,0.14820385533229408,0.10578980246556294
592,0.14820385533229408,0.10578980246556294
588,0.14820385533229408,0.10578980246556294
587,0.14820385533229408,0.10578980246556294
598,0.14820385533229408,0.10578980246556294
594,0.14820385533229408,0.10578980246556294
596,0.14820385533229408,0.10578980246556294
595,0.14820385533229408,0.10578980246556294
577,0.14820385533229408,0.10578980246556294
601,0.14820385533229408,0.10578980246556294
655,0.04422588142067274,0.07914859375386016
802,0.14678780664646435,0.09539039256307726
746,0.14678780664646435,0.09539039256307726
809,0.14678780664646435,0.09539039256307726
902,0.035994859607553435,0.09674634630112619
974,0.14678780664646435,0.09539039256307726
1154,0.025027380161996897,0.054180269143758626
1156,0.025027380161996897,0.054180269143758626
